iso_country,iata_code,gps_code,timezone
KM,HAH,FMCH,Indian/Comoro
KM,NWA,FMCI,Indian/Comoro
KM,AJN,FMCV,Indian/Comoro
YT,DZA,FMCZ,Indian/Mayotte
RE,RUN,FMEE,Indian/Reunion
RE,ZSE,FMEP,Indian/Reunion
MG,WML,FMMC,Indian/Antananarivo
MG,ATJ,FMME,Indian/Antananarivo
MG,WAQ,FMMG,Indian/Antananarivo
MG,VVB,FMMH,Indian/Antananarivo
MG,TNR,FMMI,Indian/Antananarivo
MG,JVA,FMMK,Indian/Antananarivo
MG,BMD,FMML,Indian/Antananarivo
MG,ZVA,FMMN,Indian/Antananarivo
MG,MXT,FMMO,Indian/Antananarivo
MG,ILK,FMMQ,Indian/Antananarivo
MG,TVA,FMMR,Indian/Antananarivo
MG,SMS,FMMS,Indian/Antananarivo
MG,TMM,FMMT,Indian/Antananarivo
MG,WTA,FMMU,Indian/Antananarivo
MG,MOQ,FMMV,Indian/Antananarivo
MG,WTS,FMMX,Indian/Antananarivo
MG,VAT,FMMY,Indian/Antananarivo
MG,WAM,FMMZ,Indian/Antananarivo
MG,DIE,FMNA,Indian/Antananarivo
MG,WBE,FMNB,Indian/Antananarivo
MG,WMR,FMNC,Indian/Antananarivo
MG,ZWA,FMND,Indian/Antananarivo
MG,AMB,FMNE,Indian/Antananarivo
MG,WBD,FMNF,Indian/Antananarivo
MG,WPB,FMNG,Indian/Antananarivo
MG,ANM,FMNH,Indian/Antananarivo
MG,HVA,FMNL,Indian/Antananarivo
MG,MJN,FMNM,Indian/Antananarivo
MG,NOS,FMNN,Indian/Antananarivo
MG,DWB,FMNO,Indian/Antananarivo
MG,WMP,FMNP,Indian/Antananarivo
MG,BPY,FMNQ,Indian/Antananarivo
MG,WMN,FMNR,Indian/Antananarivo
MG,SVB,FMNS,Indian/Antananarivo
MG,TTS,FMNT,Indian/Antananarivo
MG,VOH,FMNV,Indian/Antananarivo
MG,WAI,FMNW,Indian/Antananarivo
MG,WMA,FMNX,Indian/Antananarivo
MG,IVA,FMNZ,Indian/Antananarivo
MG,WBO,FMSB,Indian/Antananarivo
MG,WMD,FMSC,Indian/Antananarivo
MG,FTU,FMSD,Indian/Antananarivo
MG,WFI,FMSF,Indian/Antananarivo
MG,RVA,FMSG,Indian/Antananarivo
MG,IHO,FMSI,Indian/Antananarivo
MG,MJA,FMSJ,Indian/Antananarivo
MG,WVK,FMSK,Indian/Antananarivo
MG,OVA,FMSL,Indian/Antananarivo
MG,MNJ,FMSM,Indian/Antananarivo
MG,TDV,FMSN,Indian/Antananarivo
MG,MXM,FMSR,Indian/Antananarivo
MG,TLE,FMST,Indian/Antananarivo
MG,VND,FMSU,Indian/Antananarivo
MG,BKU,FMSV,Indian/Antananarivo
MG,AMP,FMSY,Indian/Antananarivo
MG,WAK,FMSZ,Indian/Antananarivo
AO,AZZ,FNAM,Africa/Luanda
AO,SSY,FNBC,Africa/Luanda
AO,BUG,FNBG,Africa/Luanda
AO,GGC,FNBL,Africa/Luanda
AO,CAB,FNCA,Africa/Luanda
AO,CFF,FNCF,Africa/Luanda
AO,PGI,FNCH,Africa/Luanda
AO,CBT,FNCT,Africa/Luanda
AO,CTI,FNCV,Africa/Luanda
AO,CXM,FNCX,Africa/Luanda
AO,CAV,FNCZ,Africa/Luanda
AO,DUE,FNDU,Africa/Luanda
PG,FNE,AYFA,Pacific/Port_Moresby
AO,VPE,FNGI,Africa/Luanda
AO,NOV,FNHU,Africa/Luanda
AO,SVP,FNKU,Africa/Luanda
AO,LBZ,FNLK,Africa/Luanda
AO,LAD,FNLU,Africa/Luanda
AO,LZM,FNLZ,Africa/Luanda
AO,MEG,FNMA,Africa/Luanda
AO,SPP,FNME,Africa/Luanda
AO,MSZ,FNMO,Africa/Luanda
AO,GXG,FNNG,Africa/Luanda
AO,PBN,FNPA,Africa/Luanda
AO,VHC,FNSA,Africa/Luanda
AO,SZA,FNSO,Africa/Luanda
AO,NDD,FNSU,Africa/Luanda
AO,UAL,FNUA,Africa/Luanda
AO,SDD,FNUB,Africa/Luanda
AO,LUO,FNUE,Africa/Luanda
AO,UGO,FNUG,Africa/Luanda
AO,CEO,FNWK,Africa/Luanda
AO,XGN,FNXA,Africa/Luanda
AO,ARZ,FNZE,Africa/Luanda
AO,NZA,FNZG,Africa/Luanda
GA,BGB,FOGB,Africa/Libreville
GA,KDN,FOGE,Africa/Libreville
GA,FOU,FOGF,Africa/Libreville
GA,MBC,FOGG,Africa/Libreville
GA,MGX,FOGI,Africa/Libreville
GA,KDJ,FOGJ,Africa/Libreville
GA,KOU,FOGK,Africa/Libreville
GA,MJL,FOGM,Africa/Libreville
GA,OYE,FOGO,Africa/Libreville
GA,OKN,FOGQ,Africa/Libreville
GA,LBQ,FOGR,Africa/Libreville
GA,MVX,FOGV,Africa/Libreville
GA,BMM,FOOB,Africa/Libreville
GA,MFF,FOOD,Africa/Libreville
GA,MKB,FOOE,Africa/Libreville
GA,POG,FOOG,Africa/Libreville
GA,OMB,FOOH,Africa/Libreville
GA,IGE,FOOI,Africa/Libreville
GA,MKU,FOOK,Africa/Libreville
GA,LBV,FOOL,Africa/Libreville
GA,MZC,FOOM,Africa/Libreville
GA,MVB,FOON,Africa/Libreville
GA,LTL,FOOR,Africa/Libreville
GA,ZKM,FOOS,Africa/Libreville
GA,TCH,FOOT,Africa/Libreville
GA,MYB,FOOY,Africa/Libreville
ST,PCP,FPPR,Africa/Sao_Tome
ST,TMS,FPST,Africa/Sao_Tome
MZ,ANO,FQAG,Africa/Maputo
MZ,BEW,FQBR,Africa/Maputo
MZ,FXO,FQCB,Africa/Maputo
MZ,VPY,FQCH,Africa/Maputo
MZ,IHC,FQIA,Africa/Maputo
MZ,INH,FQIN,Africa/Maputo
MZ,VXC,FQLC,Africa/Maputo
MZ,LFB,FQLU,Africa/Maputo
MZ,MPM,FQMA,Africa/Maputo
MZ,MUD,FQMD,Africa/Maputo
MZ,MZB,FQMP,Africa/Maputo
MZ,MNC,FQNC,Africa/Maputo
MZ,APL,FQNP,Africa/Maputo
MZ,POL,FQPB,Africa/Maputo
MZ,PDD,FQPO,Africa/Maputo
MZ,UEL,FQQL,Africa/Maputo
MZ,TET,FQTT,Africa/Maputo
MZ,VNX,FQVL,Africa/Maputo
MZ,VJB,FQXA,Africa/Maputo
SC,DES,FSDR,Indian/Mahe
SC,SEZ,FSIA,Indian/Mahe
SC,PRI,FSPP,Indian/Mahe
SC,BDI,FSSB,Indian/Mahe
SC,DEI,FSSD,Indian/Mahe
SC,FRK,FSSF,Indian/Mahe
TD,SRH,FTTA,Africa/Ndjamena
TD,OGR,FTTB,Africa/Ndjamena
TD,AEH,FTTC,Africa/Ndjamena
TD,MQQ,FTTD,Africa/Ndjamena
TD,LTC,FTTH,Africa/Ndjamena
TD,ATV,FTTI,Africa/Ndjamena
TD,NDJ,FTTJ,Africa/Ndjamena
TD,BKR,FTTK,Africa/Ndjamena
TD,OTC,FTTL,Africa/Ndjamena
TD,MVO,FTTM,Africa/Ndjamena
TD,AMC,FTTN,Africa/Ndjamena
TD,PLF,FTTP,Africa/Ndjamena
TD,OUT,FTTS,Africa/Ndjamena
TD,AMO,FTTU,Africa/Ndjamena
TD,FYT,FTTY,Africa/Ndjamena
ZW,BZH,FVBM,Africa/Harare
ZW,BUQ,FVJN,Africa/Harare
ZW,CHJ,FVCH,Africa/Harare
ZW,BFO,FVCZ,Africa/Harare
ZW,VFA,FVFA,Africa/Harare
ZW,HRE,FVRG,Africa/Harare
ZW,KAB,FVKB,Africa/Harare
ZW,MJW,FVMH,Africa/Harare
ZW,UTA,FVMU,Africa/Harare
ZW,MVZ,FVMV,Africa/Harare
ZW,GWE,FVTL,Africa/Harare
ZW,HWN,FVWN,Africa/Harare
ZW,WKI,FVWT,Africa/Harare
MW,CEH,FWCD,Africa/Blantyre
MW,BLZ,FWCL,Africa/Blantyre
MW,CMK,FWCM,Africa/Blantyre
MW,DWA,FWDW,Africa/Blantyre
MW,KGJ,FWKA,Africa/Blantyre
MW,KBQ,FWKG,Africa/Blantyre
MW,LLW,FWKI,Africa/Blantyre
MW,LIX,FWLK,Africa/Blantyre
MW,MAI,FWMG,Africa/Blantyre
MW,MYZ,FWMY,Africa/Blantyre
MW,LMB,FWSM,Africa/Blantyre
MW,ZZU,FWUU,Africa/Blantyre
LS,LEF,FXLK,Africa/Maseru
LS,LRB,FXLR,Africa/Maseru
LS,LES,FXLS,Africa/Maseru
LS,MFC,FXMF,Africa/Maseru
LS,MKH,FXMK,Africa/Maseru
LS,MSU,FXMM,Africa/Maseru
LS,NKU,FXNK,Africa/Maseru
LS,PEL,FXPG,Africa/Maseru
LS,UTG,FXQG,Africa/Maseru
LS,UNE,FXQN,Africa/Maseru
LS,SHK,FXSH,Africa/Maseru
LS,SKQ,FXSK,Africa/Maseru
LS,SOK,FXSM,Africa/Maseru
LS,SHZ,FXSS,Africa/Maseru
LS,THB,FXTA,Africa/Maseru
LS,TKO,FXTK,Africa/Maseru
CD,FIH,FZAA,Africa/Kinshasa
CD,NLO,FZAB,Africa/Kinshasa
CD,MNB,FZAG,Africa/Kinshasa
CD,BOA,FZAJ,Africa/Kinshasa
CD,LZI,FZAL,Africa/Kinshasa
CD,MAT,FZAM,Africa/Kinshasa
CD,NKL,FZAR,Africa/Kinshasa
CD,INO,FZBA,Africa/Kinshasa
CD,NIO,FZBI,Africa/Kinshasa
CD,FDU,FZBO,Africa/Kinshasa
CD,KRZ,FZBT,Africa/Kinshasa
CD,KKW,FZCA,Africa/Kinshasa
CD,IDF,FZCB,Africa/Kinshasa
CD,LUS,FZCE,Africa/Kinshasa
CD,MSM,FZCV,Africa/Kinshasa
CD,MDK,FZEA,Africa/Kinshasa
CD,BSU,FZEN,Africa/Kinshasa
CD,LIE,FZFA,Africa/Kinshasa
CD,BDT,FZFD,Africa/Kinshasa
CD,GMA,FZFK,Africa/Kinshasa
CD,KLI,FZFP,Africa/Kinshasa
CD,BMB,FZFU,Africa/Kinshasa
CD,LIQ,FZGA,Africa/Kinshasa
CD,BNB,FZGN,Africa/Kinshasa
CD,IKL,FZGV,Africa/Kinshasa
CD,FKI,FZIC,Africa/Lubumbashi
CD,YAN,FZIR,Africa/Lubumbashi
CD,IRP,FZJH,Africa/Lubumbashi
CD,BUX,FZKA,Africa/Lubumbashi
CD,BZU,FZKJ,Africa/Lubumbashi
CD,BKY,FZMA,Africa/Lubumbashi
CD,RUE,FZMB,Africa/Lubumbashi
CD,GOM,FZNA,Africa/Lubumbashi
CD,BNC,FZNP,Africa/Lubumbashi
CD,KND,FZOA,Africa/Lubumbashi
CD,KLY,FZOD,Africa/Lubumbashi
CD,PUN,FZOP,Africa/Lubumbashi
CD,FBM,FZQA,Africa/Lubumbashi
CD,PWO,FZQC,Africa/Lubumbashi
CD,KEC,FZQG,Africa/Lubumbashi
CD,KWZ,FZQM,Africa/Lubumbashi
CD,MNO,FZRA,Africa/Lubumbashi
CD,BDV,FZRB,Africa/Lubumbashi
CD,FMI,FZRF,Africa/Lubumbashi
CD,KBO,FZRM,Africa/Lubumbashi
CD,KOO,FZRQ,Africa/Lubumbashi
CD,KMN,FZSA,Africa/Lubumbashi
CD,KAP,FZSK,Africa/Lubumbashi
CD,KNM,FZTK,Africa/Lubumbashi
CD,KGA,FZUA,Africa/Lubumbashi
CD,LZA,FZUG,Africa/Lubumbashi
CD,TSH,FZUK,Africa/Lubumbashi
CD,LJA,FZVA,Africa/Lubumbashi
CD,LBO,FZVI,Africa/Lubumbashi
CD,MEW,FZVM,Africa/Lubumbashi
CD,BAN,FZVR,Africa/Lubumbashi
CD,PFR,FZVS,Africa/Lubumbashi
CD,MJM,FZWA,Africa/Lubumbashi
CD,GDJ,FZWC,Africa/Lubumbashi
CD,KBN,FZWT,Africa/Lubumbashi
GA,AKE,FOGA,Africa/Libreville
GA,GAX,FOGX,Africa/Libreville
US,GAB,KGAB,America/Los_Angeles
ML,BKO,GABS,Africa/Bamako
ML,GUD,GAGM,Africa/Bamako
ML,GAQ,GAGO,Africa/Bamako
ML,KNZ,GAKA,Africa/Bamako
ML,KTX,GAKO,Africa/Bamako
ML,KYS,GAKY,Africa/Bamako
ML,MZI,GAMB,Africa/Bamako
ML,NRM,GANK,Africa/Bamako
ML,NIX,GANR,Africa/Bamako
ML,KSS,GASK,Africa/Bamako
ML,TOM,GATB,Africa/Bamako
ML,EYL,GAYE,Africa/Bamako
PG,GAZ,AYGJ,Pacific/Port_Moresby
GB,DOC,EGZJ,Europe/London
GB,FLH,EGZR,Europe/London
GB,FOA,EGFO,Europe/London
GB,OUK,EGOU,Europe/London
GB,PSV,EGSZ,Europe/London
GM,BJL,GBYD,Africa/Banjul
ES,FUE,GCFV,Atlantic/Canary
ES,GMZ,GCGM,Atlantic/Canary
ES,VDE,GCHI,Atlantic/Canary
ES,SPC,GCLA,Atlantic/Canary
ES,LPA,GCLP,Atlantic/Canary
ES,ACE,GCRR,Atlantic/Canary
ES,TFS,GCTS,Atlantic/Canary
ES,TFN,GCXO,Atlantic/Canary
ES,JCU,GECE,Africa/Ceuta
ES,MLN,GEML,Africa/Ceuta
PG,GEW,AYGC,Pacific/Port_Moresby
SL,BTE,GFBN,Africa/Freetown
SL,KBS,GFBO,Africa/Freetown
US,GFD,KGFD,America/Indiana/Indianapolis
SL,GBK,GFGK,Africa/Freetown
SL,HGS,GFHA,Africa/Freetown
SL,KBA,GFKB,Africa/Freetown
SL,KEN,GFKE,Africa/Freetown
SL,FNA,GFLL,Africa/Freetown
SL,WYE,GFYE,Africa/Freetown
GW,BQE,GGBU,Africa/Bissau
GW,OXB,GGOV,Africa/Bissau
GL,QCU,BGAK,America/Godthab
LR,UCN,GLBU,Africa/Monrovia
LR,CPA,GLCP,Africa/Monrovia
LR,SNI,GLGE,Africa/Monrovia
LR,MLW,GLMR,Africa/Monrovia
LR,NIA,GLNA,Africa/Monrovia
PG,GLP,AYUP,Pacific/Port_Moresby
LR,ROB,GLRB,Africa/Monrovia
LR,SAZ,GLST,Africa/Monrovia
LR,THC,GLTN,Africa/Monrovia
LR,VOI,GLVA,Africa/Monrovia
MA,AGA,GMAD,Africa/Casablanca
MA,TTA,GMAT,Africa/Casablanca
MA,OZG,GMAZ,Africa/Casablanca
MA,UAR,GMFB,Africa/Casablanca
MA,FEZ,GMFF,Africa/Casablanca
MA,ERH,GMFK,Africa/Casablanca
MA,MEK,GMFM,Africa/Casablanca
MA,OUD,GMFO,Africa/Casablanca
EH,SMW,GMMA,Africa/Casablanca
MA,GMD,GMMB,Africa/Casablanca
MA,CAS,GMMC,Africa/Casablanca
MA,BEM,GMMD,Africa/Casablanca
MA,RBA,GMME,Africa/Casablanca
MA,SII,GMMF,Africa/Casablanca
EH,VIL,GMMH,Africa/Casablanca
MA,ESU,GMMI,Africa/Casablanca
EH,EUN,GMML,Africa/Casablanca
MA,CMN,GMMN,Africa/Casablanca
MA,SFI,GMMS,Africa/Casablanca
MA,NDR,GMMW,Africa/Casablanca
MA,RAK,GMMX,Africa/Casablanca
MA,NNA,GMMY,Africa/Casablanca
MA,OZZ,GMMZ,Africa/Casablanca
CN,GMQ,ZLGL,Asia/Shanghai
MA,AHU,GMTA,Africa/Casablanca
MA,TTU,GMTN,Africa/Casablanca
MA,TNG,GMTT,Africa/Casablanca
BE,GNE,EBGT,Europe/Brussels
US,GNU,GNU,America/Anchorage
SN,DSS,GOBD,Africa/Dakar
PG,GOC,AYGX,Pacific/Port_Moresby
SN,KDA,GODK,Africa/Dakar
SN,ZIG,GOGG,Africa/Dakar
SN,CSK,GOGS,Africa/Dakar
SN,KLC,GOOK,Africa/Dakar
SN,DKR,GOOY,Africa/Dakar
SN,MAX,GOSM,Africa/Dakar
SN,POD,GOSP,Africa/Dakar
SN,RDT,GOSR,Africa/Dakar
SN,XLS,GOSS,Africa/Dakar
SN,BXE,GOTB,Africa/Dakar
SN,KGG,GOTK,Africa/Dakar
SN,SMY,GOTS,Africa/Dakar
SN,TUD,GOTT,Africa/Dakar
MR,AEO,GQNA,Africa/Nouakchott
MR,OTL,GQNB,Africa/Nouakchott
MR,THI,GQNC,Africa/Nouakchott
MR,TIY,GQND,Africa/Nouakchott
MR,BGH,GQNE,Africa/Nouakchott
MR,KFA,GQNF,Africa/Nouakchott
MR,TMD,GQNH,Africa/Nouakchott
MR,EMN,GQNI,Africa/Nouakchott
MR,AJJ,GQNJ,Africa/Nouakchott
MR,KED,GQNK,Africa/Nouakchott
MR,MOM,GQNL,Africa/Nouakchott
MR,NKC,GQNO,Africa/Nouakchott
MR,SEY,GQNS,Africa/Nouakchott
MR,THT,GQNT,Africa/Nouakchott
MR,ATR,GQPA,Africa/Nouakchott
MR,FGD,GQPF,Africa/Nouakchott
MR,NDB,GQPP,Africa/Nouakchott
MR,OUZ,GQPZ,Africa/Nouakchott
US,GMT,PAGZ,America/Anchorage
GT,CIQ,MGCQ,America/Guatemala
GT,DON,MGDL,America/Guatemala
GT,PCG,MGPC,America/Guatemala
GT,UAX,MGUX,America/Guatemala
GT,PKJ,MGPG,America/Guatemala
TZ,GTZ,HTGR,Africa/Dar_es_Salaam
GN,CKY,GUCY,Africa/Conakry
GN,FIG,GUFA,Africa/Conakry
GN,FAA,GUFH,Africa/Conakry
GN,KSI,GUKU,Africa/Conakry
GN,LEK,GULB,Africa/Conakry
GN,MCA,GUMA,Africa/Conakry
GN,NZE,GUNZ,Africa/Conakry
GN,BKJ,GUOK,Africa/Conakry
GN,SBI,GUSB,Africa/Conakry
GN,GII,GUSI,Africa/Conakry
GN,KNN,GUXN,Africa/Conakry
CV,SID,GVAC,Atlantic/Cape_Verde
CV,NTO,GVAN,Atlantic/Cape_Verde
CV,BVC,GVBA,Atlantic/Cape_Verde
US,GVE,KGVE,America/New_York
CV,MMO,GVMA,Atlantic/Cape_Verde
CV,MTI,GVMT,Atlantic/Cape_Verde
CV,RAI,GVNP,Atlantic/Cape_Verde
CV,SFL,GVSF,Atlantic/Cape_Verde
CV,SNE,GVSN,Atlantic/Cape_Verde
CV,VXE,GVSV,Atlantic/Cape_Verde
DE,GWW,EDBG,Europe/Oslo
GY,BCG,SYBE,America/Guyana
SR,BTO,SMBO,America/Paramaribo
SR,DOE,SMDJ,America/Paramaribo
SR,LDO,SMDO,America/Paramaribo
SR,WSO,SMWS,America/Paramaribo
AF,GZI,OAGN,Asia/Kabul
ET,ADD,HAAB,Africa/Addis_Ababa
ET,AMH,HAAM,Africa/Addis_Ababa
ET,AXU,HAAX,Africa/Addis_Ababa
ET,BCO,HABC,Africa/Addis_Ababa
ET,BJR,HABD,Africa/Addis_Ababa
ET,BEI,HABE,Africa/Addis_Ababa
ET,DGC,HADB,Africa/Addis_Ababa
ET,DSE,HADC,Africa/Addis_Ababa
ET,DEM,HADD,Africa/Addis_Ababa
ET,DBM,HADM,Africa/Addis_Ababa
ET,DIR,HADR,Africa/Addis_Ababa
ET,DBT,HADT,Africa/Addis_Ababa
ET,FNH,HAFN,Africa/Addis_Ababa
ET,GOB,HAGB,Africa/Addis_Ababa
ET,GNN,HAGH,Africa/Addis_Ababa
ET,GMB,HAGM,Africa/Addis_Ababa
ET,GDQ,HAGN,Africa/Addis_Ababa
ET,GDE,HAGO,Africa/Addis_Ababa
ET,GOR,HAGR,Africa/Addis_Ababa
ET,QHR,HAHM,Africa/Addis_Ababa
ET,HUE,HAHU,Africa/Addis_Ababa
ET,JIJ,HAJJ,Africa/Addis_Ababa
ET,JIM,HAJM,Africa/Addis_Ababa
ET,ABK,HAKD,Africa/Addis_Ababa
ET,LFO,HAKL,Africa/Addis_Ababa
ET,AWA,HALA,Africa/Addis_Ababa
ET,LLI,HALL,Africa/Addis_Ababa
ET,MKS,HAMA,Africa/Addis_Ababa
ET,MQX,HAMK,Africa/Addis_Ababa
ET,ETE,HAMM,Africa/Addis_Ababa
ET,NDM,HAMN,Africa/Addis_Ababa
ET,MUJ,HAMR,Africa/Addis_Ababa
ET,MTF,HAMT,Africa/Addis_Ababa
ET,EGL,HANG,Africa/Addis_Ababa
ET,NEJ,HANJ,Africa/Addis_Ababa
ET,NEK,HANK,Africa/Addis_Ababa
ET,PWI,HAPW,Africa/Addis_Ababa
ET,SXU,HASD,Africa/Addis_Ababa
ET,SKR,HASK,Africa/Addis_Ababa
ET,SZE,HASM,Africa/Addis_Ababa
ET,ASO,HASO,Africa/Addis_Ababa
ET,TIE,HATP,Africa/Addis_Ababa
ET,WAC,HAWC,Africa/Addis_Ababa
ET,WRA,HAWR,Africa/Addis_Ababa
US,HAY,HAY,America/Bogota
BI,BJM,HBBA,Africa/Bujumbura
BI,GID,HBBE,Africa/Bujumbura
BI,KRE,HBBO,Africa/Bujumbura
SO,ALU,HCMA,Africa/Mogadishu
SO,BIB,HCMB,Africa/Mogadishu
SO,CXN,HCMC,Africa/Mogadishu
SO,BSY,HCMD,Africa/Mogadishu
SO,HCM,HCME,Africa/Mogadishu
SO,BSA,HCMF,Africa/Mogadishu
SO,GSR,HCMG,Africa/Mogadishu
SO,HGA,HCMH,Africa/Mogadishu
SO,BBO,HCMI,Africa/Mogadishu
SO,LGX,HCMJ,Africa/Mogadishu
SO,KMU,HCMK,Africa/Mogadishu
SO,MGQ,HCMM,Africa/Mogadishu
SO,BLW,HCMN,Africa/Mogadishu
SO,CMO,HCMO,Africa/Mogadishu
SO,GLK,HCMR,Africa/Mogadishu
SO,CMS,HCMS,Africa/Mogadishu
SO,ERA,HCMU,Africa/Mogadishu
SO,BUO,HCMV,Africa/Mogadishu
SO,GGR,HCMW,Africa/Mogadishu
DJ,JIB,HDAM,Africa/Djibouti
DJ,AII,HDAS,Africa/Djibouti
DJ,MHI,HDMO,Africa/Djibouti
DJ,OBC,HDOB,Africa/Djibouti
DJ,TDJ,HDTJ,Africa/Djibouti
EG,SEW,HE24,Africa/Cairo
EG,EMY,HEMN,Africa/Cairo
EG,DBB,HEAL,Africa/Cairo
EG,AAC,HEAR,Africa/Cairo
EG,ATZ,HEAT,Africa/Cairo
EG,ALY,HEAX,Africa/Cairo
EG,HBE,HEBA,Africa/Cairo
EG,ABS,HEBL,Africa/Cairo
EG,CAI,HECA,Africa/Cairo
EG,CCE,HECP,America/Marigot
EG,DAK,HEDK,Africa/Cairo
EG,HRG,HEGN,Africa/Cairo
EG,EGH,HEGR,Africa/Cairo
EG,UVL,HEKG,Africa/Cairo
EG,LXR,HELX,Africa/Cairo
EG,RMF,HEMA,Africa/Cairo
EG,HMB,HESG,Africa/Cairo
EG,MUH,HEMM,Africa/Cairo
PG,HEO,AYHG,Pacific/Port_Moresby
EG,GSQ,HEOW,Africa/Cairo
EG,PSD,HEPS,Africa/Cairo
EG,SKV,HESC,Africa/Cairo
EG,SSH,HESH,Africa/Cairo
EG,ASW,HESN,Africa/Cairo
EG,SPX,HESX,America/Chicago
EG,TCP,HETB,Africa/Cairo
EG,ELT,HETR,Africa/Cairo
US,HEY,KHEY,America/Los_Angeles
US,HGT,KHGT,America/Los_Angeles
ER,ASM,HHAS,Africa/Asmara
ER,MSW,HHMS,Africa/Asmara
ER,ASA,HHSB,Africa/Asmara
ER,TES,HHTS,Africa/Asmara
US,HPV,HI01,Pacific/Honolulu
US,WKL,HI07,Pacific/Honolulu
CN,HIA,ZSSH,Asia/Shanghai
ET,HIL,HASL,Africa/Addis_Ababa
KE,ASV,HKAM,Africa/Nairobi
KE,EDL,HKEL,Africa/Nairobi
KE,EYS,HKES,Africa/Nairobi
KE,KLK,HKFG,Africa/Nairobi
KE,GAS,HKGA,Africa/Nairobi
KE,HOA,HKHO,Africa/Nairobi
KE,NBO,HKJK,Africa/Nairobi
KE,KEU,HKKE,Africa/Nairobi
KE,GGM,HKKG,Africa/Nairobi
KE,KIS,HKKI,Africa/Nairobi
KE,ILU,HKKL,Africa/Nairobi
KE,KEY,HKKR,Africa/Nairobi
KE,KTL,HKKT,Africa/Nairobi
KE,LKG,HKLK,Africa/Nairobi
KE,LOK,HKLO,Africa/Nairobi
KE,LAU,HKLU,Africa/Nairobi
KE,LOY,HKLY,Africa/Nairobi
KE,NDE,HKMA,Africa/Nairobi
KE,RBT,HKMB,Africa/Nairobi
KE,MYD,HKML,Africa/Nairobi
KE,MBA,HKMO,Africa/Nairobi
KE,MRE,HKMS,Africa/Nairobi
KE,OYL,HKMY,Africa/Nairobi
KE,NYE,HKNI,Africa/Nairobi
KE,NUU,HKNK,Africa/Nairobi
KE,WIL,HKNW,Africa/Nairobi
KE,NYK,HKNL,Africa/Nairobi
KE,UAS,HKSB,Africa/Nairobi
KE,UKA,HKUK,Africa/Nairobi
KE,WJR,HKWJ,Africa/Nairobi
LY,SRX,HLGD,Africa/Tripoli
LY,TOB,HLGN,Africa/Tripoli
LY,GHT,HLGT,Africa/Tripoli
LY,AKF,HLKF,Africa/Tripoli
LY,BEN,HLLB,Africa/Tripoli
LY,MJI,HLLM,Africa/Tripoli
LY,LAQ,HLLQ,Africa/Tripoli
LY,SEB,HLLS,Africa/Tripoli
LY,TIP,HLLT,Africa/Tripoli
LY,LMQ,HLMB,Africa/Tripoli
LY,NFR,HLNR,Africa/Tripoli
LY,HUQ,HLON,Africa/Tripoli
LY,LTD,HLTD,Africa/Tripoli
LY,ZIS,HLZN,Africa/Tripoli
LY,WAX,HLZW,Africa/Tripoli
HN,EDQ,MHGU,America/Tegucigalpa
RW,GYI,HRYG,Africa/Kigali
RW,BTQ,HRYI,Africa/Kigali
RW,KGL,HRYR,Africa/Kigali
RW,RHG,HRYU,Africa/Kigali
RW,KME,HRZA,Africa/Kigali
SD,ATB,HSAT,Africa/Khartoum
SD,EDB,HSDB,Africa/Khartoum
SD,DOG,HSDN,Africa/Khartoum
SD,RSS,HSDZ,Africa/Khartoum
SS,HGI,HSFA,Africa/Khartoum
SD,ELF,HSFS,Africa/Khartoum
SD,GSU,HSGF,Africa/Khartoum
SD,DNX,HSGG,Africa/Khartoum
SD,EGN,HSGN,Africa/Khartoum
SD,HEG,HSHG,Africa/Khartoum
SD,KSL,HSKA,Africa/Khartoum
SD,GBU,HSKG,Africa/Khartoum
SD,KST,HSKI,Africa/Khartoum
SD,KDX,HSLI,Africa/Khartoum
SS,RBX,HSMK,Africa/Juba
SD,MWE,HSMN,Africa/Khartoum
SD,NUD,HSNH,Africa/Khartoum
SD,UYL,HSNN,Africa/Khartoum
SD,NHF,HSNW,Africa/Khartoum
SD,EBD,HSOB,Africa/Khartoum
SD,PZU,HSPN,Africa/Khartoum
SS,JUB,HSSJ,Africa/Juba
SS,MAK,HSSM,Africa/Juba
SD,KRT,HSSK,Africa/Khartoum
SD,WHF,HSSW,Africa/Khartoum
SD,DNI,HSWD,Africa/Khartoum
SS,WUU,HSWW,Africa/Juba
SD,ZLX,HSZA,Africa/Khartoum
TZ,ARK,HTAR,Africa/Dar_es_Salaam
TZ,BKZ,HTBU,Africa/Dar_es_Salaam
TZ,DAR,HTDA,Africa/Dar_es_Salaam
TZ,DOD,HTDO,Africa/Dar_es_Salaam
TZ,MBI,HTGW,Africa/Dar_es_Salaam
TZ,IRI,HTIR,Africa/Dar_es_Salaam
TZ,TKQ,HTKA,Africa/Dar_es_Salaam
TZ,KIY,HTKI,Africa/Dar_es_Salaam
TZ,JRO,HTKJ,Africa/Dar_es_Salaam
TZ,LDI,HTLI,Africa/Dar_es_Salaam
TZ,LKY,HTLM,Africa/Dar_es_Salaam
MN,HTM,ZMHG,Asia/Ulaanbaatar
TZ,MFA,HTMA,Africa/Dar_es_Salaam
TZ,MWN,HTMD,Africa/Dar_es_Salaam
TZ,XMI,HTMI,Africa/Dar_es_Salaam
TZ,NPY,HTMP,Africa/Dar_es_Salaam
TZ,QSI,HTMS,Africa/Dar_es_Salaam
